"y","m","ym_num","prov","n","n_predicted","excess_mort","ratio"
1401,4,1401.29166666667,"کرمانشاه",1062,828.6,233.4,0.219774011299435
1399,5,1399.375,"کرمانشاه",1276,886.4,389.6,0.305329153605016
1400,5,1400.375,"کرمانشاه",1303,886.4,416.6,0.319723714504988
1401,5,1401.375,"کرمانشاه",1036,886.4,149.6,0.144401544401544
1400,6,1400.45833333333,"کرمانشاه",1999,893,1106,0.55327663831916
1401,6,1401.45833333333,"کرمانشاه",1046,893,153,0.146271510516252
1399,7,1399.54166666667,"کرمانشاه",1194,871.2,322.8,0.27035175879397
1400,7,1400.54166666667,"کرمانشاه",1673,871.2,801.8,0.47925881649731
1399,8,1399.625,"کرمانشاه",2246,872.6,1373.4,0.611487088156723
1400,8,1400.625,"کرمانشاه",1216,872.6,343.4,0.282401315789474
1399,9,1399.70833333333,"کرمانشاه",1432,1046.2,385.8,0.269413407821229
1400,12,1400.95833333333,"کرمانشاه",1487,890,597,0.401479488903833
1400,1,1400.04166666667,"کهگيلويه و بويراحمد",337,221.2,115.8,0.343620178041543
1401,1,1401.04166666667,"کهگيلويه و بويراحمد",277,221.2,55.8,0.2014440433213
1400,2,1400.125,"کهگيلويه و بويراحمد",435,213.4,221.6,0.509425287356322
1400,3,1400.20833333333,"کهگيلويه و بويراحمد",267,204.4,62.6,0.234456928838951
1399,4,1399.29166666667,"کهگيلويه و بويراحمد",288,214.8,73.2,0.254166666666667
1400,4,1400.29166666667,"کهگيلويه و بويراحمد",250,214.8,35.2,0.1408
1399,5,1399.375,"کهگيلويه و بويراحمد",327,203.2,123.8,0.378593272171254
1400,5,1400.375,"کهگيلويه و بويراحمد",322,203.2,118.8,0.368944099378882
1401,5,1401.375,"کهگيلويه و بويراحمد",232,203.2,28.8,0.124137931034483
1399,6,1399.45833333333,"کهگيلويه و بويراحمد",278,225.4,52.6,0.189208633093525
1400,6,1400.45833333333,"کهگيلويه و بويراحمد",497,225.4,271.6,0.546478873239437
1399,7,1399.54166666667,"کهگيلويه و بويراحمد",313,227.6,85.4,0.272843450479233
1400,7,1400.54166666667,"کهگيلويه و بويراحمد",322,227.6,94.4,0.293167701863354
1399,8,1399.625,"کهگيلويه و بويراحمد",390,219.8,170.2,0.436410256410256
1400,8,1400.625,"کهگيلويه و بويراحمد",270,219.8,50.2,0.185925925925926
1399,9,1399.70833333333,"کهگيلويه و بويراحمد",347,257.6,89.4,0.257636887608069
1399,10,1399.79166666667,"کهگيلويه و بويراحمد",309,228.25,80.75,0.261326860841424
1400,12,1400.95833333333,"کهگيلويه و بويراحمد",355,235,120,0.338028169014085
1399,1,1399.04166666667,"گلستان",1124,888.799999999988,235.200000000012,0.209252669039156
1399,2,1399.125,"گلستان",847,691,156,0.18417945690673
1400,2,1400.125,"گلستان",1077,691,386,0.358402971216342
1399,3,1399.20833333333,"گلستان",806,661.2,144.8,0.179652605459057
1400,3,1400.20833333333,"گلستان",787,661.2,125.8,0.15984752223634
1401,3,1401.20833333333,"گلستان",820,661.2,158.8,0.193658536585366
1399,4,1399.29166666667,"گلستان",1226,684,542,0.442088091353997
1400,4,1400.29166666667,"گلستان",910,684,226,0.248351648351648
1401,4,1401.29166666667,"گلستان",837,684,153,0.182795698924731
1399,5,1399.375,"گلستان",1289,696.8,592.2,0.459425911559348
1400,5,1400.375,"گلستان",1826,696.8,1129.2,0.618400876232202
1401,5,1401.375,"گلستان",831,696.8,134.2,0.161492178098676
1399,6,1399.45833333333,"گلستان",785,709,76,0.0968152866242038
1400,6,1400.45833333333,"گلستان",2143,709,1434,0.669155389640691
1401,6,1401.45833333333,"گلستان",832,709,123,0.147836538461538
1400,7,1400.54166666667,"گلستان",960,706.4,253.6,0.264166666666667
1399,8,1399.625,"گلستان",1045,692,353,0.337799043062201
1400,8,1400.625,"گلستان",814,692,122,0.14987714987715
1399,9,1399.70833333333,"گلستان",1085,779.8,305.2,0.281290322580645
1399,10,1399.79166666667,"گلستان",1110,763.25,346.75,0.312387387387387
1400,12,1400.95833333333,"گلستان",1187,760.8,426.2,0.359056444818871
1399,1,1399.04166666667,"گيلان",2183,1689.59999999999,493.400000000009,0.226019239578566
1399,2,1399.125,"گيلان",1606,1350.2,255.8,0.159277708592777
1400,2,1400.125,"گيلان",2037,1350.2,686.8,0.337162493863525
1401,3,1401.20833333333,"گيلان",1549,1233.6,315.4,0.203615235635894
1399,4,1399.29166666667,"گيلان",1528,1262.8,265.2,0.173560209424084
1401,4,1401.29166666667,"گيلان",1482,1262.8,219.2,0.147908232118758
1399,5,1399.375,"گيلان",1610,1309.2,300.8,0.186832298136646
1400,5,1400.375,"گيلان",2245,1309.2,935.8,0.416837416481069
1400,6,1400.45833333333,"گيلان",3069,1371.6,1697.4,0.553079178885631
1400,7,1400.54166666667,"گيلان",1712,1310.2,401.8,0.234696261682243
1399,8,1399.625,"گيلان",1747,1327.4,419.6,0.240183171150544
1400,8,1400.625,"گيلان",1432,1327.4,104.6,0.0730446927374301
1399,10,1399.79166666667,"گيلان",1762,1417,345,0.195800227014756
1398,12,1398.95833333333,"گيلان",2197,1363.6,833.4,0.379335457441966
1399,12,1399.95833333333,"گيلان",1708,1363.6,344.4,0.201639344262295
1400,12,1400.95833333333,"گيلان",2184,1363.6,820.4,0.375641025641026
1400,2,1400.125,"لرستان",1400,729,671,0.479285714285714
1399,3,1399.20833333333,"لرستان",915,693.6,221.4,0.241967213114754
1400,3,1400.20833333333,"لرستان",882,693.6,188.4,0.213605442176871
1399,4,1399.29166666667,"لرستان",1197,675.4,521.6,0.435756056808688
1401,4,1401.29166666667,"لرستان",792,675.4,116.6,0.147222222222222
1399,5,1399.375,"لرستان",1133,753.4,379.6,0.335039717563989
1400,5,1400.375,"لرستان",908,753.4,154.6,0.170264317180617
1399,6,1399.45833333333,"لرستان",884,727.8,156.2,0.176696832579186
1400,6,1400.45833333333,"لرستان",1598,727.8,870.2,0.544555694618273
1399,7,1399.54166666667,"لرستان",1010,720.2,289.8,0.286930693069307
1400,7,1400.54166666667,"لرستان",1097,720.2,376.8,0.343482224247949
1399,8,1399.625,"لرستان",1377,669.4,707.6,0.513870733478577
1400,8,1400.625,"لرستان",816,669.4,146.6,0.179656862745098
1399,9,1399.70833333333,"لرستان",1059,765.8,293.2,0.276864966949953
1399,10,1399.79166666667,"لرستان",905,699.5,205.5,0.22707182320442
1400,12,1400.95833333333,"لرستان",1024,678.8,345.2,0.337109375
1399,1,1399.04166666667,"مازندران",2298,1629.99999999999,668.000000000015,0.290687554395133
1399,2,1399.125,"مازندران",1618,1306,312,0.19283065512979
1400,2,1400.125,"مازندران",2038,1306,732,0.359175662414132
1401,3,1401.20833333333,"مازندران",1522,1246.4,275.6,0.18107752956636
1399,4,1399.29166666667,"مازندران",1634,1210,424,0.259485924112607
1400,4,1400.29166666667,"مازندران",1392,1210,182,0.130747126436782
1401,4,1401.29166666667,"مازندران",1593,1210,383,0.240426867545512
1399,5,1399.375,"مازندران",2468,1360,1108,0.448946515397083
1400,5,1400.375,"مازندران",2639,1360,1279,0.484653277756726
1401,5,1401.375,"مازندران",1604,1360,244,0.15211970074813
1399,6,1399.45833333333,"مازندران",1636,1338,298,0.182151589242054
1400,6,1400.45833333333,"مازندران",3233,1338,1895,0.586142901330034
1400,7,1400.54166666667,"مازندران",1874,1407.2,466.8,0.249092849519744
1399,8,1399.625,"مازندران",1805,1318.6,486.4,0.269473684210526
1400,8,1400.625,"مازندران",1410,1318.6,91.4000000000001,0.0648226950354611
1399,10,1399.79166666667,"مازندران",2185,1393,792,0.362471395881007
1399,12,1399.95833333333,"مازندران",1808,1387.4,420.6,0.232632743362832
1400,12,1400.95833333333,"مازندران",2360,1387.4,972.6,0.412118644067797
1400,2,1400.125,"مرکزي",1311,628.4,682.6,0.520671243325706
1399,4,1399.29166666667,"مرکزي",876,583,293,0.334474885844749
1400,4,1400.29166666667,"مرکزي",698,583,115,0.164756446991404
1401,4,1401.29166666667,"مرکزي",729,583,146,0.200274348422497
1399,5,1399.375,"مرکزي",1033,654.2,378.8,0.366698935140368
1400,5,1400.375,"مرکزي",890,654.2,235.8,0.264943820224719
1399,6,1399.45833333333,"مرکزي",784,637.4,146.6,0.186989795918367
1400,6,1400.45833333333,"مرکزي",1172,637.4,534.6,0.456143344709898
1399,7,1399.54166666667,"مرکزي",995,640.8,354.2,0.355979899497487
1400,7,1400.54166666667,"مرکزي",1015,640.8,374.2,0.368669950738916
1399,8,1399.625,"مرکزي",1597,609.8,987.2,0.618159048215404
1400,8,1400.625,"مرکزي",735,609.8,125.2,0.170340136054422
1399,9,1399.70833333333,"مرکزي",921,684.8,236.2,0.256460369163952
1400,11,1400.875,"مرکزي",823,672.4,150.6,0.182989064398542
1400,12,1400.95833333333,"مرکزي",922,626.6,295.4,0.320390455531453
1400,2,1400.125,"هرمزگان",768,519.8,248.2,0.323177083333333
1399,3,1399.20833333333,"هرمزگان",626,464.6,161.4,0.257827476038339
1400,3,1400.20833333333,"هرمزگان",679,464.6,214.4,0.315758468335788
1401,3,1401.20833333333,"هرمزگان",576,464.6,111.4,0.193402777777778
1399,4,1399.29166666667,"هرمزگان",1082,472.8,609.2,0.563031423290203
1400,4,1400.29166666667,"هرمزگان",703,472.8,230.2,0.327453769559033
1401,4,1401.29166666667,"هرمزگان",562,472.8,89.2,0.158718861209964
1399,5,1399.375,"هرمزگان",913,509.2,403.8,0.442278203723987
1400,5,1400.375,"هرمزگان",980,509.2,470.8,0.480408163265306
1399,6,1399.45833333333,"هرمزگان",658,493,165,0.250759878419453
1400,6,1400.45833333333,"هرمزگان",1171,493,678,0.578992314261315
1399,8,1399.625,"هرمزگان",700,516.8,183.2,0.261714285714286
1400,12,1400.95833333333,"هرمزگان",850,586.2,263.8,0.310352941176471
1400,2,1400.125,"همدان",1855,819.6,1035.4,0.558167115902965
1399,3,1399.20833333333,"همدان",976,759,217,0.222336065573771
1400,3,1400.20833333333,"همدان",995,759,236,0.237185929648241
1401,3,1401.20833333333,"همدان",956,759,197,0.206066945606695
1399,4,1399.29166666667,"همدان",1397,809.4,587.6,0.420615604867573
1401,4,1401.29166666667,"همدان",1014,809.4,204.6,0.201775147928994
1399,5,1399.375,"همدان",1426,860.2,565.8,0.396774193548387
1400,5,1400.375,"همدان",1165,860.2,304.8,0.261630901287554
1401,5,1401.375,"همدان",973,860.2,112.8,0.115930113052415
1399,6,1399.45833333333,"همدان",911,833,78,0.0856201975850713
1400,6,1400.45833333333,"همدان",1669,833,836,0.500898741761534
1401,6,1401.45833333333,"همدان",943,833,110,0.116648992576882
1399,7,1399.54166666667,"همدان",1238,855,383,0.309369951534733
1400,7,1400.54166666667,"همدان",1351,855,496,0.367135455218357
1399,8,1399.625,"همدان",1698,820.4,877.6,0.516843345111896
1400,8,1400.625,"همدان",1100,820.4,279.6,0.254181818181818
1399,9,1399.70833333333,"همدان",1206,896.2,309.8,0.256882255389718
1399,12,1399.95833333333,"همدان",1024,838.8,185.2,0.180859375
1400,12,1400.95833333333,"همدان",1350,838.8,511.2,0.378666666666667
1399,1,1399.04166666667,"يزد",562,463,99,0.176156583629893
1400,2,1400.125,"يزد",487,380,107,0.219712525667351
1399,4,1399.29166666667,"يزد",527,364.6,162.4,0.308159392789374
1400,4,1400.29166666667,"يزد",462,364.6,97.4,0.210822510822511
1401,4,1401.29166666667,"يزد",466,364.6,101.4,0.217596566523605
1399,5,1399.375,"يزد",577,367.2,209.8,0.363604852686308
1400,5,1400.375,"يزد",650,367.2,282.8,0.435076923076923
1401,5,1401.375,"يزد",479,367.2,111.8,0.233402922755741
1399,6,1399.45833333333,"يزد",479,392,87,0.181628392484342
1400,6,1400.45833333333,"يزد",621,392,229,0.368760064412238
1401,6,1401.45833333333,"يزد",487,392,95,0.195071868583162
1399,7,1399.54166666667,"يزد",471,374.2,96.8,0.20552016985138
1400,7,1400.54166666667,"يزد",530,374.2,155.8,0.293962264150943
1399,8,1399.625,"يزد",1400,423.299999999999,976.700000000001,0.697642857142858
1399,9,1399.70833333333,"يزد",899,445.4,453.6,0.504560622914349
1400,11,1400.875,"يزد",454,415,39,0.0859030837004405
1400,12,1400.95833333333,"يزد",630,383.6,246.4,0.391111111111111
